"Game Number", "Game Length"
274, 22
275, 11
276, 60
277, 133
278, 46
279, 13
280, 20
281, 34
282, 20
283, 79
284, 44
285, 9
286, 63
287, 65
288, 43
289, 19
290, 68
291, 20
292, 24
293, 12
294, 83
295, 20
296, 33
297, 15
298, 29
299, 19
300, 63
301, 31
302, 47
303, 20
304, 45
305, 10
306, 13
307, 10
308, 23
309, 8
310, 84
311, 38
312, 22
313, 43
314, 25
315, 32
316, 29
317, 20
318, 26
319, 26
320, 40
321, 129
322, 45
323, 23
324, 67
325, 49
326, 90
327, 17
328, 76
329, 27
330, 136
331, 33
332, 21
333, 18
334, 14
335, 24
336, 14
337, 30
338, 26
339, 26
340, 29
341, 18
342, 53
343, 47
344, 93
345, 47
346, 9
347, 56
348, 60
349, 12
350, 69
351, 18
352, 38
353, 38
354, 27
355, 42
356, 61
357, 33
358, 39
359, 47
360, 13
361, 27
362, 17
363, 99
364, 44
365, 42
366, 43
367, 24
368, 29
369, 48
370, 34
371, 43
372, 52
373, 10
374, 28
375, 41
376, 87
377, 9
378, 22
379, 60
380, 19
381, 33
382, 35
383, 26
384, 22
385, 24
386, 68
387, 23
388, 19
389, 32
390, 32
391, 23
392, 22
393, 23
394, 49
395, 20
396, 11
397, 64
398, 24
399, 29
400, 47
401, 20
402, 13
403, 15
404, 34
405, 89
406, 81
407, 22
408, 79
409, 37
410, 18
411, 26
412, 35
413, 26
414, 13
415, 25
416, 118
417, 13
418, 23
419, 14
420, 12
421, 17
422, 16
423, 35
424, 19
425, 114
426, 97
427, 24
428, 71
429, 17
430, 22
431, 25
432, 36
433, 53
434, 51
435, 14
436, 48
437, 45
438, 25
439, 18
440, 17
441, 16
442, 83
443, 22
444, 16
445, 47
446, 25
447, 48
448, 15
449, 57
450, 14
451, 24
452, 38
453, 100
454, 34
455, 37
456, 59
457, 24
458, 16
459, 55
460, 36
461, 28
462, 33
463, 65
464, 12
465, 14
466, 32
467, 15
468, 28
469, 21
470, 84
471, 46
472, 35
473, 31
474, 16
475, 26
476, 16
477, 14
478, 29
479, 9
480, 29
481, 35
482, 47
483, 30
484, 13
485, 23
486, 16
487, 30
488, 23
489, 27
490, 13
491, 37
492, 26
493, 17
494, 56
495, 73
496, 144
497, 40
498, 21
499, 47
500, 39
501, 16
502, 37
503, 12
504, 17
505, 13
506, 12
507, 48
508, 73
509, 41
510, 50
511, 10
512, 65
513, 58
514, 13
515, 18
516, 22
517, 10
518, 11
519, 31
520, 27
521, 77
522, 21
523, 30
524, 16
525, 15
526, 18
527, 47
528, 56
529, 95
530, 33
531, 42
532, 51
533, 13
534, 29
535, 53
536, 41
537, 30
538, 16
539, 24
540, 16
541, 70
542, 28
543, 24
544, 45
545, 47
546, 64
547, 8
548, 23
549, 16
550, 54
551, 11
552, 92
553, 11
554, 64
555, 11
556, 58
557, 35
558, 19
559, 30
560, 23
561, 157
562, 40
563, 19
564, 15
565, 39
566, 77
567, 30
568, 13
569, 11
570, 18
571, 42
572, 27
573, 16
574, 35
575, 37
576, 72
577, 31
578, 20
579, 36
580, 40
581, 23
582, 7
583, 20
584, 46
585, 103
586, 90
587, 15
588, 63
589, 86
590, 18
591, 13
592, 20
593, 15
594, 8
595, 39
596, 54
597, 52
598, 36
599, 9
600, 41
601, 14
602, 66
603, 34
604, 13
605, 19
606, 12
607, 35
608, 37
609, 46
610, 25
611, 53
612, 30
613, 27
614, 30
615, 28
616, 91
617, 18
618, 19
619, 32
620, 24
621, 52
622, 18
623, 88
624, 38
625, 25
626, 20
627, 51
628, 25
629, 44
630, 14
631, 17
632, 54
633, 35
634, 40
635, 59
636, 34
637, 30
638, 30
639, 33
640, 60
641, 46
642, 26
643, 61
644, 45
645, 35
646, 33
647, 18
648, 31
649, 44
650, 24
651, 12
652, 15
653, 60
654, 24
655, 13
656, 40
657, 44
658, 17
659, 14
660, 19
661, 16
662, 40
663, 96
664, 23
665, 35
666, 33
667, 45
668, 18
669, 33
670, 15
671, 43
672, 19
673, 36
674, 28
675, 32
676, 9
677, 34
678, 8
679, 21
680, 26
681, 13
682, 34
683, 15
684, 32
685, 30
686, 21
687, 28
688, 28
689, 37
690, 10
691, 28
692, 38
693, 18
694, 23
695, 46
696, 30
697, 31
698, 34
699, 26
700, 13
701, 36
702, 11
703, 48
704, 24
705, 48
706, 18
707, 152
708, 13
709, 106
710, 19
711, 12
712, 20
713, 12
714, 39
715, 20
716, 20
717, 52
718, 77
719, 37
720, 79
721, 14
722, 23
723, 32
724, 56
725, 83
726, 47
727, 17
728, 12
729, 22
730, 27
731, 47
732, 25
733, 33
734, 30
735, 19
736, 36
737, 75
738, 20
739, 57
740, 12
741, 76
742, 30
743, 35
744, 77
745, 10
746, 73
747, 13
748, 39
749, 34
750, 31
751, 13
752, 14
753, 10
754, 45
755, 55
756, 29
757, 25
758, 47
759, 95
760, 13
761, 54
762, 17
763, 35
764, 74
765, 60
766, 14
767, 50
768, 30
769, 55
770, 22
771, 43
772, 92
773, 35
774, 47
775, 12
776, 51
777, 12
778, 93
779, 41
780, 47
781, 69
782, 36
783, 38
784, 32
785, 52
786, 13
787, 20
788, 48
789, 52
790, 33
791, 39
792, 56
793, 20
794, 41
795, 16
796, 70
797, 57
798, 85
799, 23
800, 17
801, 30
802, 33
803, 11
804, 26
805, 50
806, 40
807, 20
808, 68
809, 12
810, 75
811, 14
812, 36
813, 35
814, 39
815, 30
816, 13
817, 62
818, 23
819, 26
820, 56
821, 30
822, 40
823, 12
824, 23
825, 30
826, 17
827, 19
828, 17
829, 19
830, 45
831, 14
832, 60
833, 49
834, 32
835, 12
836, 44
837, 43
838, 21
839, 9
840, 12
841, 16
842, 14
843, 17
844, 18
845, 29
846, 56
847, 34
848, 24
849, 58
850, 27
851, 12
852, 23
853, 75
854, 15
855, 20
856, 31
857, 51
858, 10
859, 70
860, 70
861, 71
862, 53
863, 35
864, 12
865, 23
866, 26
867, 25
868, 48
869, 45
870, 36
871, 38
872, 27
873, 29
874, 55
875, 34
876, 38
877, 17
878, 43
879, 32
880, 40
881, 27
882, 8
883, 24
884, 18
885, 29
886, 11
887, 23
888, 30
889, 64
890, 65
891, 19
892, 52
893, 8
894, 29
895, 48
896, 67
897, 18
898, 18
899, 11
900, 53
901, 87
902, 24
903, 25
904, 27
905, 14
906, 80
907, 17
908, 32
909, 16
910, 32
911, 11
912, 27
913, 15
914, 9
915, 25
916, 48
917, 18
918, 38
919, 20
920, 27
921, 23
922, 19
923, 21
924, 21
925, 18
926, 49
927, 9
928, 58
929, 24
930, 18
931, 17
932, 25
933, 87
934, 31
935, 14
936, 39
937, 16
938, 29
939, 10
940, 14
941, 14
942, 12
943, 34
944, 26
945, 53
946, 55
947, 41
948, 55
949, 29
950, 26
951, 12
952, 46
953, 32
954, 62
955, 52
956, 78
957, 37
958, 91
959, 119
960, 28
961, 30
962, 31
963, 66
964, 32
965, 26
966, 22
967, 20
968, 22
969, 37
970, 22
971, 73
972, 33
973, 52
974, 44
975, 9
976, 31
977, 17
978, 22
979, 20
980, 20
981, 22
982, 49
983, 8
984, 65
985, 22
986, 38
987, 29
988, 8
989, 44
990, 25
991, 24
992, 27
993, 28
994, 32
995, 93
996, 24
997, 21
998, 47
999, 30
1000, 12
1001, 31
1002, 64
1003, 23
1004, 25
1005, 14
1006, 18
1007, 32
1008, 9
1009, 26
1010, 35
1011, 21
1012, 100
1013, 23
1014, 33
1015, 13
1016, 10
1017, 49
1018, 57
1019, 80
1020, 15
1021, 20
1022, 20
1023, 33
1024, 22
1025, 20
1026, 7
1027, 20
1028, 44
1029, 24
1030, 111
1031, 68
1032, 9
1033, 30
1034, 124
1035, 50
1036, 28
1037, 30
1038, 39
1039, 49
1040, 18
1041, 69
1042, 54
1043, 42
1044, 13
1045, 47
1046, 29
1047, 32
1048, 117
1049, 75
1050, 19
1051, 16
1052, 32
1053, 57
1054, 27
1055, 56
1056, 41
1057, 13
1058, 25
1059, 54
1060, 13
1061, 53
1062, 27
1063, 27
1064, 31
1065, 30
1066, 51
1067, 39
1068, 17
1069, 48
1070, 65
1071, 35
1072, 29
1073, 28
1074, 53
1075, 18
1076, 21
1077, 27
1078, 40
1079, 78
1080, 35
1081, 16
1082, 33
1083, 19
1084, 20
1085, 51
1086, 27
1087, 128
1088, 64
1089, 16
1090, 42
1091, 15
1092, 27
1093, 47
1094, 57
1095, 18
1096, 38
1097, 62
1098, 18
1099, 47
1100, 44
1101, 22
1102, 19
1103, 25
1104, 16
1105, 50
1106, 13
1107, 29
1108, 63
1109, 48
1110, 41
1111, 19
1112, 35
1113, 21
1114, 22
1115, 113
1116, 73
1117, 14
1118, 18
1119, 13
1120, 8
1121, 91
1122, 35
1123, 16
1124, 43
1125, 116
1126, 57
1127, 42
1128, 53
1129, 43
1130, 24
1131, 81
1132, 65
1133, 35
1134, 18
1135, 24
1136, 14
1137, 16
1138, 47
1139, 24
1140, 57
1141, 22
1142, 63
1143, 61
1144, 28
1145, 49
1146, 38
1147, 22
1148, 14
1149, 12
1150, 21
1151, 19
1152, 23
1153, 59
1154, 39
1155, 25
1156, 24
1157, 21
1158, 37
1159, 28
1160, 33
1161, 56
1162, 58
1163, 40
1164, 28
1165, 70
1166, 10
1167, 48
1168, 24
1169, 21
1170, 67
1171, 16
1172, 64
1173, 27
1174, 53
1175, 22
1176, 22
1177, 12
1178, 33
1179, 32
1180, 75
1181, 35
1182, 38
1183, 49
1184, 12
1185, 25
1186, 85
1187, 58
1188, 37
1189, 31
1190, 10
1191, 77
1192, 88
1193, 41
1194, 23
1195, 21
1196, 11
1197, 24
1198, 63
1199, 36
1200, 56
1201, 31
1202, 30
1203, 13
1204, 65
1205, 19
1206, 41
1207, 52
1208, 12
1209, 25
1210, 31
1211, 24
1212, 75
1213, 78
1214, 25
1215, 12
1216, 56
1217, 34
1218, 16
1219, 21
1220, 54
1221, 19
1222, 39
1223, 39
1224, 25
1225, 60
1226, 30
1227, 43
1228, 29
1229, 18
1230, 21
1231, 27
1232, 39
1233, 26
1234, 62
1235, 19
1236, 14
1237, 20
1238, 22
1239, 20
1240, 44
1241, 43
1242, 43
1243, 12
1244, 41
1245, 19
1246, 23
1247, 57
1248, 17
1249, 50
1250, 31
1251, 16
1252, 25
1253, 46
1254, 12
1255, 20
1256, 44
1257, 29
1258, 20
1259, 31
1260, 12
1261, 12
1262, 47
1263, 30
1264, 29
1265, 52
1266, 10
1267, 34
1268, 22
1269, 62
1270, 20
1271, 67
1272, 29
1273, 61
1274, 63
1275, 43
1276, 24
1277, 37
1278, 39
1279, 39
1280, 26
1281, 13
1282, 13
1283, 26
1284, 14
1285, 24
1286, 31
1287, 15
1288, 32
1289, 34
1290, 11
1291, 42
1292, 40
1293, 50
1294, 46
1295, 31
1296, 44
1297, 50
1298, 18
1299, 16
1300, 12
1301, 42
1302, 16
1303, 20
1304, 31
1305, 22
1306, 40
1307, 76
1308, 76
1309, 31
1310, 20
1311, 28
1312, 23
1313, 42
1314, 20
1315, 31
1316, 22
1317, 29
1318, 65
1319, 25
1320, 41
1321, 22
1322, 18
1323, 37
1324, 37
1325, 52
1326, 15
1327, 23
1328, 71
1329, 23
1330, 120
1331, 15
1332, 87
1333, 33
1334, 19
1335, 28
1336, 36
1337, 24
1338, 20
1339, 97
1340, 14
1341, 17
1342, 82
1343, 29
1344, 67
1345, 30
1346, 25
1347, 10
1348, 132
1349, 37
1350, 84
1351, 23
1352, 46
1353, 24
1354, 24
1355, 20
1356, 12
1357, 27
1358, 12
1359, 46
1360, 78
1361, 12
1362, 67
1363, 23
1364, 44
1365, 84
1366, 23
1367, 42
1368, 33
1369, 17
1370, 43
1371, 37
1372, 44
1373, 10
1374, 43
1375, 32
1376, 15
1377, 19
1378, 37
1379, 53
1380, 17
1381, 20
1382, 49
1383, 31
1384, 49
1385, 28
1386, 16
1387, 36
1388, 14
1389, 21
1390, 15
1391, 34
1392, 22
1393, 32
1394, 34
1395, 29
1396, 14
1397, 52
1398, 45
1399, 38
1400, 21
1401, 23
1402, 34
1403, 57
1404, 21
1405, 27
1406, 16
1407, 66
1408, 19
1409, 39
1410, 22
1411, 11
1412, 15
1413, 35
1414, 134
1415, 59
1416, 20
1417, 40
1418, 36
1419, 18
1420, 58
1421, 17
1422, 14
1423, 13
1424, 26
1425, 55
1426, 38
1427, 50
1428, 68
1429, 48
1430, 10
1431, 57
1432, 43
1433, 44
1434, 17
1435, 30
1436, 26
1437, 16
1438, 13
1439, 20
1440, 34
1441, 23
1442, 25
1443, 62
1444, 102
1445, 58
1446, 66
1447, 18
1448, 14
1449, 32
1450, 13
1451, 19
1452, 54
1453, 16
1454, 15
1455, 34
1456, 34
1457, 120
1458, 13
1459, 121
1460, 19
1461, 25
1462, 29
1463, 26
1464, 30
1465, 34
1466, 10
1467, 14
1468, 53
1469, 32
1470, 37
1471, 17
1472, 36
1473, 24
1474, 18
1475, 26
1476, 11
1477, 26
1478, 35
1479, 12
1480, 40
1481, 16
1482, 30
1483, 49
1484, 48
1485, 75
1486, 26
1487, 46
1488, 42
1489, 19
1490, 16
1491, 29
1492, 34
1493, 24
1494, 51
1495, 23
1496, 112
1497, 24
1498, 35
1499, 83
1500, 50
1501, 37
1502, 33
1503, 45
1504, 30
1505, 61
1506, 54
1507, 69
1508, 24
1509, 19
1510, 11
1511, 24
1512, 13
1513, 49
1514, 62
1515, 12
1516, 62
1517, 12
1518, 43
1519, 15
1520, 70
1521, 65
1522, 111
1523, 51
1524, 32
1525, 22
1526, 95
1527, 18
1528, 16
1529, 37
1530, 39
1531, 25
1532, 14
1533, 64
1534, 17
1535, 10
1536, 76
1537, 31
1538, 47
1539, 12
1540, 50
1541, 29
1542, 10
1543, 25
1544, 52
1545, 55
1546, 39
1547, 13
1548, 36
1549, 107
1550, 14
1551, 10
1552, 42
1553, 15
1554, 37
1555, 41
1556, 61
1557, 45
1558, 31
1559, 35
1560, 29
1561, 10
1562, 27
1563, 14
1564, 74
1565, 39
1566, 36
1567, 106
1568, 43
1569, 34
1570, 24
1571, 25
1572, 26
1573, 61
1574, 65
1575, 41
1576, 27
1577, 24
1578, 15
1579, 20
1580, 26
1581, 34
1582, 58
1583, 29
1584, 78
1585, 34
1586, 19
1587, 12
1588, 51
1589, 32
1590, 19
1591, 30
1592, 17
1593, 39
1594, 9
1595, 15
1596, 24
1597, 29
1598, 17
1599, 18
1600, 35
1601, 13
1602, 31
1603, 18
1604, 18
1605, 22
1606, 20
1607, 29
1608, 25
1609, 61
1610, 20
1611, 12
1612, 16
1613, 39
1614, 19
1615, 22
1616, 133
1617, 17
1618, 34
1619, 29
1620, 20
1621, 23
1622, 43
1623, 80
1624, 28
1625, 32
1626, 61
1627, 11
1628, 10
1629, 46
1630, 13
1631, 47
1632, 31
1633, 41
1634, 23
1635, 15
1636, 105
1637, 46
1638, 40
1639, 37
1640, 16
1641, 16
1642, 23
1643, 19
1644, 58
1645, 20
1646, 19
1647, 46
1648, 42
1649, 42
1650, 35
1651, 27
1652, 56
1653, 63
1654, 11
1655, 34
1656, 18
1657, 71
1658, 19
1659, 13
1660, 43
1661, 30
1662, 59
1663, 30
1664, 15
1665, 24
1666, 24
1667, 21
1668, 44
1669, 15
1670, 38
1671, 46
1672, 44
1673, 26
1674, 35
1675, 20
1676, 28
1677, 35
1678, 19
1679, 54
1680, 73
1681, 14
1682, 59
1683, 70
1684, 67
1685, 14
1686, 10
1687, 31
1688, 21
1689, 29
1690, 49
1691, 38
1692, 26
1693, 27
1694, 66
1695, 18
1696, 9
1697, 29
1698, 51
1699, 18
1700, 32
1701, 19
1702, 24
1703, 65
1704, 48
1705, 96
1706, 16
1707, 31
1708, 18
1709, 10
1710, 23
1711, 20
1712, 18
1713, 105
1714, 39
1715, 19
1716, 26
1717, 21
1718, 55
1719, 44
1720, 28
1721, 12
1722, 16
1723, 34
1724, 16
1725, 55
1726, 29
1727, 40
1728, 25
1729, 11
1730, 23
1731, 21
1732, 12
1733, 28
1734, 30
1735, 37
1736, 58
1737, 112
1738, 83
1739, 28
1740, 47
1741, 34
1742, 16
1743, 37
1744, 19
1745, 37
1746, 10
1747, 27
1748, 51
1749, 13
1750, 31
1751, 20
1752, 25
1753, 33
1754, 51
1755, 73
1756, 42
1757, 96
1758, 17
1759, 14
1760, 37
1761, 23
1762, 72
1763, 28
1764, 63
1765, 21
1766, 59
1767, 21
1768, 72
1769, 41
1770, 15
1771, 31
1772, 25
1773, 12
1774, 17
1775, 34
1776, 19
1777, 46
1778, 102
1779, 48
1780, 28
1781, 23
1782, 22
1783, 27
1784, 22
1785, 24
1786, 60
1787, 44
1788, 20
1789, 100
1790, 21
1791, 19
1792, 30
1793, 19
1794, 75
1795, 18
1796, 23
1797, 53
1798, 13
1799, 26
1800, 17
1801, 54
1802, 48
1803, 22
1804, 25
1805, 35
1806, 46
1807, 19
1808, 46
1809, 23
1810, 13
1811, 21
1812, 70
1813, 38
1814, 79
1815, 36
1816, 14
1817, 31
1818, 48
1819, 22
1820, 15
1821, 9
1822, 41
1823, 28
1824, 26
1825, 74
1826, 21
1827, 18
1828, 20
1829, 151
1830, 17
1831, 16
1832, 33
1833, 13
1834, 16
1835, 34
1836, 16
1837, 20
1838, 44
1839, 27
1840, 18
1841, 12
1842, 29
1843, 41
1844, 44
1845, 34
1846, 33
1847, 19
1848, 54
1849, 30
1850, 35
1851, 26
1852, 32
1853, 42
1854, 139
1855, 45
1856, 12
1857, 24
1858, 26
1859, 24
1860, 11
1861, 48
1862, 24
1863, 30
1864, 23
1865, 8
1866, 25
1867, 80
1868, 84
1869, 18
1870, 20
1871, 53
1872, 46
1873, 43
1874, 43
1875, 119
1876, 19
1877, 16
1878, 49
1879, 16
1880, 10
1881, 123
1882, 71
1883, 35
1884, 30
1885, 16
1886, 35
1887, 23
1888, 31
1889, 14
1890, 25
1891, 33
1892, 20
1893, 22
1894, 22
1895, 28
1896, 21
1897, 50
1898, 24
1899, 26
1900, 31
1901, 31
1902, 21
1903, 16
1904, 11
1905, 21
1906, 15
1907, 37
1908, 26
1909, 39
1910, 10
1911, 9
1912, 19
1913, 13
1914, 46
1915, 24
1916, 64
1917, 30
1918, 48
1919, 60
1920, 49
1921, 20
1922, 42
1923, 100
1924, 46
1925, 29
1926, 17
1927, 93
1928, 8
1929, 41
1930, 42
1931, 24
1932, 65
1933, 35
1934, 36
1935, 16
1936, 18
1937, 43
1938, 81
1939, 18
1940, 48
1941, 23
1942, 58
1943, 89
1944, 48
1945, 151
1946, 128
1947, 28
1948, 33
1949, 31
1950, 55
1951, 20
1952, 114
1953, 22
1954, 37
1955, 11
1956, 52
1957, 37
1958, 42
1959, 63
1960, 60
1961, 21
1962, 16
1963, 19
1964, 43
1965, 55
1966, 26
1967, 38
1968, 11
1969, 18
1970, 23
1971, 13
1972, 22
1973, 42
1974, 17
1975, 19
1976, 45
1977, 18
1978, 103
1979, 50
1980, 55
1981, 24
1982, 12
1983, 35
1984, 93
1985, 15
1986, 38
1987, 130
1988, 106
1989, 61
1990, 28
1991, 27
1992, 41
1993, 21
1994, 18
1995, 21
1996, 34
1997, 20
1998, 32
1999, 71
2000, 39
2001, 34
2002, 40
2003, 55
2004, 18
2005, 23
2006, 127
2007, 116
2008, 16
2009, 89
2010, 18
2011, 48
2012, 35
2013, 27
2014, 15
2015, 24
2016, 26
2017, 86
2018, 15
2019, 18
2020, 29
2021, 46
2022, 25
2023, 23
2024, 34
2025, 33
2026, 20
2027, 22
2028, 17
2029, 11
2030, 56
2031, 37
2032, 46
2033, 18
2034, 24
2035, 24
2036, 54
2037, 24
2038, 23
2039, 15
2040, 24
2041, 21
2042, 46
2043, 28
2044, 75
2045, 57
2046, 29
2047, 54
2048, 95
2049, 39
2050, 41
2051, 25
2052, 18
2053, 23
2054, 22
2055, 34
2056, 16
2057, 36
2058, 53
2059, 9
2060, 125
2061, 82
2062, 101
2063, 25
2064, 12
2065, 36
2066, 88
2067, 22
2068, 38
2069, 26
2070, 38
2071, 78
2072, 27
2073, 12
2074, 38
2075, 54
2076, 44
2077, 47
2078, 8
2079, 66
2080, 20
2081, 38
2082, 45
2083, 11
2084, 16
2085, 11
2086, 14
2087, 38
2088, 27
2089, 30
2090, 12
2091, 16
2092, 54
2093, 8
2094, 9
2095, 45
2096, 16
2097, 17
2098, 119
2099, 52
2100, 46
2101, 21
2102, 55
2103, 67
2104, 22
2105, 32
2106, 24
2107, 34
2108, 40
2109, 32
2110, 50
2111, 31
2112, 29
2113, 19
2114, 44
2115, 13
2116, 43
2117, 20
2118, 56
2119, 40
2120, 19
2121, 58
2122, 31
2123, 26
2124, 33
2125, 70
2126, 27
2127, 73
2128, 18
2129, 37
2130, 41
2131, 24
2132, 36
2133, 32
2134, 64
2135, 66
2136, 27
2137, 31
2138, 12
2139, 31
2140, 58
2141, 27
2142, 37
2143, 44
2144, 11
2145, 12
2146, 47
2147, 23
2148, 41
2149, 16
2150, 116
2151, 10
2152, 12
2153, 34
2154, 20
2155, 49
2156, 31
2157, 34
2158, 75
2159, 41
2160, 31
2161, 59
2162, 34
2163, 64
2164, 9
2165, 67
2166, 22
2167, 44
2168, 9
2169, 71
2170, 55
2171, 26
2172, 31
2173, 126
2174, 51
2175, 27
2176, 13
2177, 17
2178, 36
2179, 55
2180, 45
2181, 10
2182, 17
2183, 81
2184, 20
2185, 59
2186, 32
2187, 25
2188, 22
2189, 31
2190, 38
2191, 18
2192, 10
2193, 49
2194, 34
2195, 18
2196, 47
2197, 33
2198, 13
2199, 23
2200, 24
2201, 52
2202, 120
2203, 51
2204, 7
2205, 10
2206, 22
2207, 17
2208, 43
2209, 18
2210, 48
2211, 35
2212, 22
2213, 60
2214, 58
2215, 35
2216, 38
2217, 32
2218, 33
2219, 25
2220, 12
2221, 15
2222, 73
2223, 119
2224, 12
2225, 75
2226, 31
2227, 17
2228, 18
2229, 17
2230, 37
2231, 10
2232, 24
2233, 71
2234, 37
2235, 19
2236, 18
2237, 66
2238, 70
2239, 13
2240, 20
2241, 108
2242, 99
2243, 35
2244, 32
2245, 21
2246, 26
2247, 11
2248, 40
2249, 47
2250, 12
2251, 14
2252, 16
2253, 58
2254, 23
2255, 71
2256, 113
2257, 28
2258, 85
2259, 39
2260, 17
2261, 11
2262, 40
2263, 51
2264, 31
2265, 44
2266, 35
2267, 92
2268, 44
2269, 17
2270, 23
2271, 25
2272, 16
2273, 38
2274, 37
2275, 64
2276, 13
2277, 45
2278, 56
2279, 28
2280, 33
2281, 12
2282, 48
2283, 84
2284, 113
2285, 53
2286, 26
2287, 78
2288, 27
2289, 56
2290, 36
2291, 69
2292, 9
2293, 21
2294, 18
2295, 19
2296, 47
2297, 16
2298, 32
2299, 21
2300, 21
2301, 69
2302, 26
2303, 49
2304, 49
2305, 45
2306, 80
2307, 41
2308, 158
2309, 44
2310, 29
2311, 12
2312, 58
2313, 24
2314, 10
2315, 31
2316, 11
2317, 127
2318, 108
2319, 51
2320, 19
2321, 23
2322, 15
2323, 18
2324, 21
2325, 40
2326, 18
2327, 26
2328, 44
2329, 22
2330, 24
2331, 17
2332, 19
2333, 22
2334, 24
2335, 30
2336, 52
2337, 13
2338, 19
2339, 15
2340, 41
2341, 33
2342, 31
2343, 23
2344, 49
2345, 13
2346, 51
2347, 51
2348, 95
2349, 17
2350, 40
2351, 50
2352, 10
2353, 34
2354, 43
2355, 100
2356, 22
2357, 66
2358, 21
2359, 32
2360, 40
2361, 26
2362, 22
2363, 11
2364, 14
2365, 27
2366, 16
2367, 18
2368, 26
2369, 38
2370, 40
2371, 107
2372, 24
2373, 29
2374, 33
2375, 18
2376, 20
2377, 46
2378, 32
2379, 23
2380, 41
2381, 40
2382, 24
2383, 102
2384, 59
2385, 34
2386, 59
2387, 29
2388, 43
2389, 9
2390, 21
2391, 26
2392, 30
2393, 29
2394, 44
2395, 27
2396, 31
2397, 46
2398, 34
2399, 132
2400, 52
2401, 19
2402, 36
2403, 47
2404, 22
2405, 83
2406, 37
2407, 21
2408, 34
2409, 10
2410, 28
2411, 23
2412, 9
2413, 16
2414, 35
2415, 42
2416, 25
2417, 11
2418, 47
2419, 24
2420, 33
2421, 19
2422, 41
2423, 29
2424, 38
2425, 144
2426, 15
2427, 39
2428, 25
2429, 62
2430, 39
2431, 26
2432, 25
2433, 41
2434, 85
2435, 18
2436, 40
2437, 96
2438, 20
2439, 20
2440, 33
2441, 24
2442, 12
2443, 21
2444, 28
2445, 27
2446, 24
2447, 20
2448, 25
2449, 63
2450, 18
2451, 33
2452, 12
2453, 44
2454, 17
2455, 16
2456, 28
2457, 28
2458, 63
2459, 12
2460, 41
2461, 17
2462, 107
2463, 16
2464, 21
2465, 22
2466, 51
2467, 24
2468, 16
2469, 60
2470, 74
2471, 44
2472, 15
2473, 58
2474, 14
2475, 71
2476, 28
2477, 29
2478, 10
2479, 10
2480, 46
2481, 46
2482, 32
2483, 62
2484, 28
2485, 129
2486, 59
2487, 11
2488, 27
2489, 62
2490, 20
2491, 25
2492, 26
2493, 17
2494, 35
2495, 31
